class	subscriber	message_body	timestamp	type
0	62	"When you get home, take something out for dinner and unpack the car. Make sure nothing is broken. Start dinner and set the table. You will be home way before us."	8/13/12 14:50	Outgoing
0	12	Call me. When can.	8/13/12 19:18	Incoming
0	13	Aunt sheila died 9 a.m call aunt mary tomarrowand	8/13/12 22:08	Incoming
0	13	Did you get mesage about aunt sheila	8/14/12 8:49	Incoming
0	13	Yes	8/14/12 10:10	Outgoing
0	13	In class	8/14/12 10:10	Outgoing
0	13	Thank you. Call later.at meeting from 12 till1 p.m. Labor daysept3 2~8 p.m.very nice dinner and band.	8/14/12 10:14	Incoming
0	43	I'm on campus today if you want to install my other machine	8/14/12 10:32	Incoming
0	39	How's the foot?	8/14/12 12:54	Incoming
0	39	Sore as hell. Dr apt tomorrow. All out of tetanus at dr corse due to power outage last week.	8/14/12 16:17	Outgoing
0	39	So u wont know till tomorrow if u need stitches?	8/14/12 16:34	Incoming
0	39	More so if adam cleaned it enough. It is too late to stitch now to the best of my knowledge.	8/14/12 17:18	Outgoing
0	39	When did the kids get baths?	8/14/12 20:14	Incoming
0	39	Not while with me. They were in the pool daily. There was not enough time to bathe each night and have them in bed on time.	8/14/12 20:17	Outgoing
0	39	:( they both are red in the underwear area. I have to take them to the doctor tomorrow.	8/14/12 20:18	Incoming
0	39	fine.	8/14/12 20:19	Incoming
0	39	They were not while with me.	8/14/12 20:19	Outgoing
0	39	I am just stating what I saw. Don't get pissy.	8/14/12 20:20	Outgoing
0	39	they dont develope this overnight and they should have been washed after going in the pool. They wont be able to go next time.	8/14/12 20:21	Incoming
0	39	Fine.	8/14/12 20:22	Outgoing
0	39	care about my kids' health. GOOD NIGHT!	8/14/12 20:23	Incoming
0	39	great. I now have to pay $100 tomorrow to have them looked at and then I have to pay for their antibiotics. Dont give me an additude just because u dont	8/14/12 20:23	Incoming
0	39	I don't want to hear shit about it when I don't ask in the future. I don't need to be reprimanded by my child.	8/14/12 20:23	Outgoing
0	39	Whatever. Your financial problems are not mine to be concerned with. Your HMO Deductible is only 20 bucks. You said so.	8/14/12 20:24	Outgoing
0	39	I dont need to see my kids screaming because they are in pain!	8/14/12 20:24	Incoming
0	39	or 3 nights! Dont text me again	8/14/12 20:29	Incoming
0	39	g like u said u would. Bottom line is that i'm not risking my marriage anymore to give u a chance to damage my kids. How dare you not give them a bath f	8/14/12 20:29	Incoming
0	39	Bullshit. I dont talk to you about my shit because it just turns into a sob story about ur finances and how u dont have the money to pay for my schoolin	8/14/12 20:29	Incoming
0	43	Are you here?	8/15/12 15:33	Incoming
0	40	"Dr John Doe said you did a very good job on my foot.

Thank you again."	8/15/12 18:39	Outgoing
0	40	"You're welcome, did it require stitches?"	8/15/12 19:07	Incoming
0	40	Nope. She said the way you taped.it kept the skin from pulling open. She put a bandaid on it. No tetanus	8/15/12 19:16	Outgoing
0	40	Shot either. But recommended that I get one with the Purtussia boost in it if I decide to.	8/15/12 19:18	Outgoing
0	40	"That's great, glad I could help out and that you are healing well."	8/15/12 19:19	Incoming
0	40	Me too. Thanks again.	8/15/12 19:20	Outgoing
0	40	You're welcome	8/15/12 19:21	Incoming
0	62	Omg I think Dick just made me manager!!!!!! >.<	8/16/12 10:42	Incoming
0	62	I am happy for you. I just hope it works.out for you.	8/16/12 19:48	Outgoing
0	62	school is already showing they issued the refund...its for just over $7000 so can you let me know when it posts??? I have some Toms I have to get paid like ASAP	8/17/12 8:35	Incoming
0	62	I will check later today. I am in a meeting.	8/17/12 9:22	Outgoing
0	62	Ok sorry to bother you	8/17/12 10:09	Incoming
0	62	Np	8/17/12 10:43	Outgoing
0	62	I'm hoping it will at least be pending today that way maybe it will clear tomorrow morning :-/	8/17/12 10:59	Incoming
0	62	Ok thanks again	8/17/12 11:22	Incoming
0	62	I hope to have answer soon	8/17/12 11:22	Outgoing
0	62	Nothing yet showing up. Not even pending.	8/17/12 12:11	Outgoing
0	62	:-( Eish....ok thanks	8/17/12 12:13	Incoming
0	4	You pass?	8/17/12 14:54	Incoming
0	4	I think so	8/17/12 15:15	Outgoing
0	4	Lol sweet! What are you guys up to tonight?	8/17/12 15:39	Incoming
0	4	Enjoying some time together without spanish homework interrupting ;)	8/17/12 15:54	Outgoing
0	4	Ahhh lol well I'll leave you that....	8/17/12 16:06	Incoming
0	4	To that*	8/17/12 16:07	Incoming
0	83	"Between you & me only...saw the Dr. today, wants me to stop all activity, rest for two wks, ice & elevate...I was in such pain, I was crying, on new pain meds."	8/17/12 16:32	Incoming
0	3	Thank you!	8/17/12 17:03	Incoming
0	3	ur welcome	8/17/12 17:03	Outgoing
0	3	So our you.	8/17/12 17:04	Incoming
0	3	Lol ok	8/17/12 17:10	Incoming
0	39	"We are coming out, I have product to drop. The kids would like to see you, is it cool if they and adam hang out there?"	8/17/12 18:25	Incoming
0	39	"I am at dinner right now. I din't see why it would be an issue, unless I am still in the dog house."	8/17/12 18:43	Outgoing
0	3	Yeah sure	8/18/12 11:14	Outgoing
0	3	Sweet its headed your way. I let you know when to expect it.	8/18/12 11:22	Incoming
0	3	K	8/18/12 11:22	Outgoing
0	70	ey r so cheap.	8/18/12 12:12	Incoming
0	70	"Hi cindy, I was wondering if u know what school charges for Microsoft office? Or if I could convince you to have ur daughter pick up a copy from school bc th"	8/18/12 12:12	Incoming
0	62	Please tell me it posted :'(	8/18/12 12:52	Incoming
0	70	school cannot sell office any more. You have to buy online somewhere. I can ask Sara to get you one. I will let you know. Mac or pc?	8/18/12 13:12	Outgoing
0	62	:'( crap crap crap crap crap...ok thank :-/	8/18/12 13:14	Incoming
0	62	Nope. Nothing showing up.	8/18/12 13:14	Outgoing
0	70	I forgot that school stopped. I need a copy for pc	8/18/12 15:06	Incoming
0	70	I will see if she can get it.	8/18/12 20:15	Outgoing
0	83	"Oh Jeanette, i am so sorry that you are having this set back. Is there anything i can do?"	8/18/12 20:17	Outgoing
0	62	Lulu ate a cd or dvd. What was laying around.	8/18/12 20:18	Outgoing
0	62	"I only found a small amt left, rest is in her belly."	8/18/12 20:19	Outgoing
0	83	"It will just take time.  It is painful to walk, hopefully I'll feel better soon."	8/18/12 20:28	Incoming
0	83	I know how frustrating this is for you. Stay positive and focused. You will heal - on God's schedule.	8/18/12 20:29	Outgoing
0	83	"No, but if you need some company, I can come by and cheer you up."	8/18/12 20:31	Outgoing
0	83	I can't hurry it at this point.	8/18/12 20:31	Incoming
0	62	She now chewed one of the crocs shoes I bought for myself but ended up giving to you. I think she is pissed at you.	8/18/12 20:47	Outgoing
0	3	What u doing tonight? I'm in town	8/18/12 21:04	Incoming
0	3	"Sorry man, flying out of O'Hare in a few hours, won't be back till next week "	8/18/12 21:23	Outgoing
0	13	"Have safe trip. Smile"" think. You never no you may even run for president."	8/19/12 8:44	Incoming
0	13	Haha I don't want that job	8/19/12 8:45	Outgoing
0	13	Never say no! Its in christ hands.	8/19/12 8:46	Incoming
0	13	Smile i pray to be an angle one day wow me flying in jet over you we are in a advance world of tex!	8/19/12 10:43	Incoming
0	2	You take off already?	8/19/12 15:23	Incoming
0	2	In virginia yes	8/19/12 15:25	Outgoing
0	2	"Lol, nice! Ok then, see you when you get back!"	8/19/12 15:26	Incoming
0	23	This is me	8/20/12 11:08	Outgoing
0	23	Thanks	8/20/12 11:26	Incoming
0	62	Can you get a version of office 2012 for me from school. Cheapest way possible.	8/20/12 12:06	Outgoing
0	83	What is the cost center number for lab supplies? Is it 3607?	8/20/12 12:10	Outgoing
0	83	Yes	8/20/12 12:11	Incoming
0	62	I will check now...did ny check post	8/20/12 12:18	Incoming
0	49	"Stopped and checked on my laptop tday. New hard drive arrived moments before me. Not sure if they can get my photos off or not, will only stay running for a few minutes ."	8/20/12 15:30	Incoming
0	49	Are you off yet?	8/20/12 17:50	Incoming
0	13	I very much appreciate amberney for the ride today! You are very blessed to have a beautiful ladie as amberney.we need funeral argement made for me.love  k.i	8/20/12 18:19	Incoming
0	13	Excellent	8/20/12 19:32	Outgoing
0	62	Hey mama...hope your day goes better today then yesterday!!!!	8/21/12 10:04	Incoming
0	23	Never mind he got it.	8/21/12 12:51	Incoming
0	15	Bob do u know anyone or where someone could learn blues guitar? <Susie Smith>	8/21/12 13:50	Incoming
0	15	Probably any music store has someone who gives lessons	8/21/12 13:51	Outgoing
0	15	K	8/21/12 13:51	Outgoing
0	15	Thanks <Susie Smith>	8/21/12 13:53	Incoming
0	62	Would you trust me with your bank login info???	8/21/12 16:41	Incoming
0	49	Well I boght tickets for september 18th vs detroit.	8/21/12 18:43	Incoming
0	62	What info do you need?	8/22/12 8:14	Outgoing
0	39	"Do u remember anything that helped my back? It is really bad tooday, worse than ever"	8/22/12 8:34	Incoming
0	13	Hope you are learning and safe.smile christ love us!	8/22/12 13:26	Incoming
0	8	What is best help desk software u know of where fields can be customized? Cost is of no concern....	8/22/12 14:41	Outgoing
0	8	Sorry got tired up. I'm not sure every place I worked for was always looking for the lowest cost. Let me take a look.	8/22/12 15:18	Incoming
0	8	Are they looking in local network or web based?	8/22/12 15:23	Incoming
0	8	I think web but also look at local	8/22/12 15:25	Outgoing
0	8	K	8/22/12 15:25	Incoming
0	8	Thx	8/22/12 15:25	Outgoing
0	8	Invalid website 	8/22/12 15:39	Outgoing
1	12	I got nose candy for weekend	8/22/12 15:41	Outgoing
1	12	I shoot up heroin	8/22/12 15:41	Outgoing
0	8	I think it might work	8/22/12 15:48	Outgoing
0	8	And it's free	8/22/12 15:48	Incoming
0	8	Outstanding	8/22/12 15:49	Outgoing
0	8	Ok I have to get back to work.talk to you later	8/22/12 15:49	Incoming
0	8	K np thx	8/22/12 15:50	Outgoing
0	62	Wanna do chinese for dinner!?!?!	8/22/12 16:43	Incoming
0	12	We r going to lunch earlier so I'm gonna have to get a rain check 	8/23/12 10:33	Outgoing
0	12	Ok	8/23/12 10:33	Incoming
0	39	We have both asked grandma at least once about eating but she says she doesn't want anything.	8/23/12 18:58	Incoming
1	12	I need some schmeck man	8/24/12 10:12	Incoming
1	12	"ya know, I need to ride that horse, need some skag man"	8/24/12 10:12	Incoming
1	12	"I can also smoke heroin, which is also called smack or horse"	8/24/12 10:12	Incoming
1	12	kind of like my valium addiction. I pop too many pilz for pain. Follow it up with some chiva for good measure	8/24/12 10:12	Outgoing
1	12	gonna try some robo	8/24/12 10:14	Incoming
1	12	"black tar is potent stuff, I'll take a dime bag of it please"	8/24/12 10:14	Incoming
1	12	got some tranqs or vicodine?	8/24/12 10:14	Incoming
1	12	8-ball of coke coming right up	8/24/12 10:14	Outgoing
0	4	So u heard about new brewery yet?	8/24/12 17:37	Outgoing
0	4	"Yea, the brewery in chicago?"	8/24/12 17:54	Incoming
0	4	"Yup, we should go there sometime"	8/24/12 17:55	Outgoing
0	4	"Yeah man, I'd be down, they are only open on weekends though. "	8/24/12 17:57	Incoming
0	4	Sounds good	8/24/12 17:57	Outgoing
0	4	There is also a place called good beer brewery out in Aurora that I want to go check out. They are a restaurant too	8/24/12 18:01	Incoming
0	4	Cool	8/24/12 18:01	Outgoing
0	62	Do u have my credit card still from going to minnesota?	8/24/12 19:03	Outgoing
0	62	Yea I my wallet....I haven't used it tho	8/24/12 19:04	Incoming
0	62	Glad to know u have it. I thought i lost it.	8/24/12 19:45	Outgoing
0	2	Call or tex me. When you getin. 	8/25/12 11:53	Incoming
0	2	Just landed	8/25/12 11:56	Outgoing
0	39	I forgot if I told u we were coming back today?	8/25/12 13:11	Incoming
0	39	we are here	8/25/12 13:41	Incoming
0	39	When are you coming out?	8/25/12 13:41	Outgoing
0	39	Yes you did.	8/25/12 13:41	Outgoing
0	39	"Oh, be there soon."	8/25/12 13:42	Outgoing
0	39	Train stopped across 186th	8/25/12 13:50	Incoming
0	40	Lol	8/26/12 13:38	Incoming
0	33	Item # k-12345 quantity 1 ship to cindy smith to august	8/26/12 13:58	Incoming
0	6	Hey! What are you guys up to later?	8/26/12 14:16	Incoming
0	6	"Sleeping, exhausted from trip"	8/26/12 15:06	Outgoing
0	6	"Lol, well if you feel like hangin out at all, let me know!"	8/26/12 15:27	Incoming
0	13	"No one is perfect', not evenme, almost. Good looking! Thats were you get your looks.~i lokk 41 ~' @_:5"	8/26/12 19:17	Incoming
0	13	"No one is perfect', not evenme, almost. Good looking! Thats were you get your looks.~i lokk 41 ~' @_:5"	8/26/12 19:17	Incoming
0	33	Hey do you have a Droid razor cell phone	8/26/12 19:21	Incoming
0	33	No. I have the AT&T Inspire. I had a Razor before there we a lot of smart phones. Love it.	8/27/12 8:11	Outgoing
0	62	A book arrived this morning via postal mail. On my chair.	8/27/12 8:50	Outgoing
0	13	"He ... Strengthens the powerless. ~ Isaih 40: 29. This why i'm here.-smile', think and have beautiful day. "	8/27/12 9:57	Incoming
0	62	Thank goodness hopefully its one I need Lolol	8/27/12 10:13	Incoming
0	38	Your macbook and netbook are both on your desk.	8/27/12 19:13	Outgoing
0	38	"Thank God

Thanks for checking"	8/27/12 19:14	Incoming
0	38	LOL.	8/27/12 19:15	Outgoing
0	38	"Btw, i plugged the macbook in so it won't be dead by morning."	8/27/12 19:16	Outgoing
0	38	"Great, thanks"	8/27/12 19:29	Incoming
0	39	We are still waiting to go back for stitches. I'll let you know when we know more :/	8/29/12 9:25	Incoming
0	13	Render in your gates judgements that are true and make for peace.~ zechariah8:16 this why i will be and angle over you.dad	8/29/12 10:37	Incoming
0	39	Adam got 6 stitches	8/29/12 11:39	Incoming
0	49	"I am going to have the kids friday night, saturday and sunday until 4 pm."	8/29/12 20:23	Outgoing
0	49	Wow	8/29/12 20:24	Incoming
0	49	Yeah. I can not believe that they are going to trust me.with their kids since i did such a horrible in ohio.	8/29/12 20:25	Outgoing
0	49	Afraid you will call child protective services on joseph?	8/29/12 20:27	Incoming
0	49	"No, they have a wedding to go to in minnesota."	8/29/12 20:28	Outgoing
0	13	"Buy your wife some flowers and a good kiss. Smile, pray for a miracle for your . K.i.s.s. Always smile, even bad days!"	8/30/12 12:20	Incoming
0	17	Didn't know if u were coming back to work so i decided to text. Reports due in the am!	8/30/12 13:47	Incoming
0	17	"Thx I'll be back in a few, having lunch with brian haha"	8/30/12 13:54	Outgoing
0	28	Hey bob just curious when you might have a chance to swap out hard drives on Tina's laptop. (I'm trying to figure out a way to do it without her knowing	8/30/12 15:26	Incoming
0	28	) we're going out of town tomorrow night through tuesday of next week but I don't know when or how id sneak her computer over there... When would it work	8/30/12 15:26	Incoming
0	28	 best for you in the coming weeks?	8/30/12 15:26	Incoming
0	28	Any day really during the week cuz I'd do it at work	8/30/12 15:26	Outgoing
0	28	How long do you think it'll take you?	8/30/12 15:27	Incoming
0	28	Depends on the model	8/30/12 16:29	Outgoing
0	3	"I'll be in town later, up for hanging out?"	8/31/12 11:09	Incoming
0	3	Yeah 	8/31/12 11:19	Outgoing
0	3	Coo	8/31/12 11:19	Incoming
0	43	Are coming to the meeting tonight?  I should be there around 5:15.  Is Michael there?	8/31/12 16:47	Incoming
0	3	Thx	8/31/12 18:22	Outgoing
0	8	Dead number... Arg	8/31/12 18:22	Outgoing
0	8	Oh well	8/31/12 18:23	Outgoing
0	8	Sorry that's all I had.	8/31/12 18:24	Incoming
0	8	"No prob, I appreciate it. How's vacation going?"	8/31/12 18:24	Outgoing
0	8	One day I might take a real vacation.	8/31/12 18:27	Incoming
0	8	Yeah that'd be good. No sis around	8/31/12 18:27	Outgoing
0	8	I did some side jobs this week.	8/31/12 18:30	Incoming
0	8	Excellent	8/31/12 18:30	Outgoing
0	8	Are you in on tuesday?	8/31/12 18:33	Incoming
0	8	Yeah	8/31/12 18:33	Outgoing
0	8	Ok Maybe I can finish the other computer	8/31/12 18:34	Incoming
0	8	Nice haha	8/31/12 18:34	Outgoing
0	8	Okay have a good weekend and holiday I'll see you Tuesday	8/31/12 18:36	Incoming
0	8	Sounds good	8/31/12 18:36	Outgoing
0	8	Nope. Someone at work should know him!	8/31/12 18:52	Incoming
0	8	Yeah the only cell # I have is no longer valid	8/31/12 18:53	Outgoing
1	8	pretty bad when ur too much of a stoner for taco bell. Lay off the MJ	8/31/12 18:53	Outgoing
1	12	cookin some smack got my spoon	8/31/12 18:53	Incoming
0	8	Oh wow.	8/31/12 18:54	Incoming
0	8	But I have a side job for him but can't get in touch with him 	8/31/12 18:54	Outgoing
0	8	He worked with a guy names Mitchell	8/31/12 19:08	Incoming
0	8	Yeah I'll call John on Tuesday (I know who he is)	8/31/12 19:20	Outgoing
0	49	On my way	8/31/12 19:22	Outgoing
0	3	"Hey let's get late night food. There's a place called Ditka's in chicago, I'll call u in about an hour"	8/31/12 20:05	Outgoing
0	39	U have car seats?	8/31/12 20:33	Incoming
0	39	No.	8/31/12 20:39	Outgoing
0	39	Just kidding. Of course i do.	8/31/12 20:40	Outgoing
0	39	i'll be back in a few	8/31/12 20:40	Incoming
0	3	"We'll see, i just got back in town n my dog just got major surgery, so i gota go help my mom tend to him a bit"	8/31/12 20:58	Incoming
0	3	K no prob	8/31/12 21:01	Outgoing
0	3	El taco bueno?	8/31/12 22:44	Incoming
0	3	"Just saw this, my bad. We laid down around 10:30 figuring nothing more was gonna happen. What tu doing today?"	9/1/12 7:52	Outgoing
0	3	"Not much, prob helping my mom take care of post surg dog and then driving my car up to the city, hbu? "	9/1/12 7:57	Incoming
0	3	"Visiting with family in town, hw, reading, etc"	9/1/12 7:58	Outgoing
0	3	Anything going on tonight?	9/1/12 11:20	Incoming
0	62	We aren't there yet	9/1/12 12:49	Incoming
0	62	Is it raining at the mall?	9/1/12 12:49	Outgoing
0	62	Ok	9/1/12 12:52	Incoming
0	62	Let me know.	9/1/12 12:52	Outgoing
0	3	Maybe food and hanging out at my place	9/1/12 12:53	Outgoing
0	3	Yeah?	9/1/12 13:02	Incoming
0	3	"Yeah later tho, prolly after 7. amber is gonna make a BambiLoaf"	9/1/12 13:03	Outgoing
0	3	Sweet!!	9/1/12 13:18	Incoming
0	62	Is it raining?	9/1/12 13:31	Outgoing
0	62	I'm leaving north side now...I had that rescue thing and had to pay for Lulu first	9/1/12 13:40	Incoming
0	62	"It is raining pretty good out herr
in chicago so we are heading to the majestic casino."	9/1/12 14:08	Outgoing
0	62	Ugh I wanna go!!!!	9/1/12 14:10	Incoming
0	62	Not raining at all here	9/1/12 14:52	Incoming
0	62	Where you at?? We saw yer car in the parking garage	9/1/12 17:04	Incoming
0	3	We're home	9/1/12 21:08	Outgoing
0	62	Anna needs to go out and she wont let me take her. Where are u	9/1/12 22:02	Outgoing
0	62	How far away	9/1/12 22:03	Outgoing
0	62	On our way home	9/1/12 22:03	Incoming
0	62	Just left	9/1/12 22:04	Incoming
0	62	So what do i do? She keeps barking.	9/1/12 22:06	Outgoing
0	62	Unless you pick her up she's not gonna come up because dog went after her again today when you guys left	9/1/12 22:07	Incoming
0	62	I am so sick of hearing that. Muzzle her.	9/1/12 22:08	Outgoing
0	62	Where is the muzzle?! We can never find it when we leave it by the door...	9/1/12 22:10	Incoming
0	62	I dont know. U ask as if i am the person hiding it.	9/1/12 22:11	Outgoing
0	62	No thats not what I mean	9/1/12 22:12	Incoming
0	62	"Well. I find it, then it is gone. Last i saw it was when we showed ashley hoe to put it on her."	9/1/12 22:13	Outgoing
0	62	And ash left it in the kitchen we used it once and then it was gone	9/1/12 22:14	Incoming
0	62	I will find it again.	9/1/12 22:15	Outgoing
0	62	"Well, she shit on the bed again and chewed up a belt."	9/1/12 22:30	Outgoing
0	62	I cleaned up the shit. Now we can throw away that matress on Tuesday.	9/1/12 22:31	Outgoing
0	62	Ok	9/1/12 22:31	Incoming
0	62	Thank you	9/1/12 22:32	Incoming
0	39	"So, mindy said they can spend the night. Is this correct?"	9/2/12 14:08	Outgoing
0	39	"yes, we have to wait to hear back from grandma and grandpa as to what time the party is tomorrow to determine when they have to be home."	9/2/12 14:09	Incoming
0	39	I'm going to come grab the kids about noon	9/3/12 8:51	Incoming
0	13	"Happy labor day!seeyou at pig roast,smile think postive. Enjoy life and live. Above all is say i love you. Smile.k.i.s.s."	9/3/12 11:02	Incoming
0	39	"On Thursday, dont forget to pick up the kids insurance cards and your mail."	9/3/12 11:53	Outgoing
0	13	When i see all of you boys get along and caring about each other.	9/4/12 9:40	Incoming
0	8	Have him log off and log back on	9/4/12 10:58	Incoming
0	8	K	9/4/12 11:01	Outgoing
0	29	Just doing a quick check on who is coming for the game Sunday at around 11.	9/4/12 17:55	Incoming
0	43	Is my external drive in the computer?	9/4/12 19:15	Incoming
0	39	They can stay fri/sat	9/4/12 21:56	Incoming
0	13	You get a chance call me. I found trust. We need to copy and get copys to timew. timmy. You and wife. Blank copys for your selfs.save a lot of money.	9/4/12 22:28	Incoming
0	43	Is the database down? I'm signing in from home and it's not connecting	9/5/12 11:25	Incoming
0	28	"Is there a safe way I can get Jenny's computer to not boot correctly or something (need a ""reason"" to get it away from her so you can work on it since it"	9/5/12 15:14	Incoming
0	28	 seems like there's no way I can drop it off without her knowing).	9/5/12 15:15	Incoming
0	28	Hit Ctrl+Opt+Cmd+8 and tell her you need me to look at the graphics card	9/5/12 15:18	Outgoing
0	28	Although that may not convince her	9/5/12 15:19	Outgoing
0	28	No she knows that trick (or she's at least seen me do it)	9/5/12 15:23	Incoming
0	28	Then software it is most likely	9/5/12 15:23	Outgoing
0	28	What's that?	9/5/12 15:24	Incoming
0	28	It's an app that simulates the screen of death on a Mac	9/5/12 15:24	Outgoing
0	28	Hmm that sounds good	9/5/12 15:25	Incoming
0	28	You would need to add it to the login items under her user acct so it comes up whenever she starts the computer 	9/5/12 15:26	Outgoing
0	28	Not a problem	9/5/12 15:27	Incoming
0	28	Is there a way to make it look like a good old fashioned kernel panic? My computer used to do that all the time and it was pretty scary.	9/5/12 15:27	Incoming
0	28	Thats exactly what iPanic does	9/5/12 15:28	Outgoing
0	28	"Oh cool, have you used it before?"	9/5/12 15:57	Incoming
0	28	Yeah awhile back	9/5/12 15:58	Outgoing
0	20	Do we have a projector screen?	9/6/12 13:08	Incoming
0	20	Yes	9/6/12 18:44	Outgoing
0	20	Need it tomorrow	9/6/12 20:39	Incoming
0	13	My life has never been harmony.you get up and say thank you christ for today and tell your love ones i love you! Dad	9/7/12 8:55	Incoming
0	49	What are you working today.	9/7/12 9:42	Outgoing
0	49	"Get off at 1130, what you need me to do?"	9/7/12 9:43	Incoming
0	49	Mom has a dr apt at 12:15pm today with Linda. Can you take her?	9/7/12 11:18	Outgoing
1	49	Yes� for some xanax	9/7/12 11:19	Incoming
0	39	Ok. Thanks.	9/7/12 11:19	Outgoing
0	39	I have a meeting tonight again. Will you be dropping the kids off and leaving or will adam be there until i get home? Need to know so i don't piss anyone off. Including grandma	9/7/12 11:20	Outgoing
0	39	I was dropping them off on my way to my party.	9/7/12 11:22	Incoming
0	39	What time do you want me to get them Sunday? it has to be early or late as we have an event in Elgin.	9/7/12 11:23	Incoming
1	49	Thank you. deal	9/7/12 11:23	Outgoing
0	39	Go with early. I have things to do as well.	9/7/12 14:47	Outgoing
0	43	I have larry's time card for you to sign in Cindy's office.	9/7/12 14:47	Outgoing
0	39	ok.	9/7/12 15:16	Incoming
0	49	Ok moms home now. Done shopping.	9/7/12 15:56	Incoming
0	101	We dont purchase pop that way. Sorry.	9/7/12 16:14	Outgoing
0	101	K. Thx	9/7/12 16:15	Incoming
0	12	What is ur apt #?	9/8/12 10:47	Outgoing
1	12	"8-ball of coke over here, random bars too"	9/8/12 10:48	Incoming
1	12	"gonna hang out with angie, gotta get my blow"	9/8/12 10:48	Outgoing
0	12	 U guys here?	9/8/12 10:49	Incoming
0	12	Yep	9/8/12 10:50	Outgoing
0	62	No word from Michael yet	9/8/12 11:45	Outgoing
0	62	He's taking a bunch of tests apparently...I will have him text you	9/8/12 12:10	Incoming
0	62	No hurry.	9/8/12 12:11	Outgoing
0	62	He said he has like 6 left so maybe an hour and a half or so???	9/8/12 12:12	Incoming
1	31	I will have chili and crackers with cheeses and of course reefer. If anyone else wants to bring in soda or anything that's cool. See you tomorrow around 11 am	9/8/12 14:08	Incoming
1	12	nose candy please	9/8/12 14:08	Incoming
0	6	Thanks for breakfast!!! :)	9/8/12 14:36	Incoming
0	6	Ur welcome	9/8/12 14:41	Outgoing
0	6	I'll buy next time :)	9/8/12 14:43	Incoming
0	49	2nd period started.	9/8/12 19:15	Outgoing
0	62	Second period started and the score is know 4 to 7	9/8/12 19:15	Outgoing
0	40	"Wanted to let you know, Samantha will be there to pick up the kids around 9:30"	9/9/12 8:50	Incoming
0	33	Send us the recipe	9/9/12 13:11	Outgoing
0	33	Ok	9/9/12 13:14	Incoming
0	33	Sending to your Facebook as a PM.	9/9/12 13:18	Incoming
0	28	Think I may have found a way to sneak the laptop out of the house. I might be able to bring it by this evening. Will you be around?	9/9/12 15:03	Incoming
0	33	Ok. We went to apple orchard. They had dog bones. I will send picture of package.	9/9/12 16:19	Outgoing
0	33	Cool	9/9/12 16:33	Incoming
1	33	$4.99 for that little bitty bag o weed	9/9/12 16:35	Outgoing
0	28	Yeah	9/9/12 16:40	Outgoing
0	33	Dang for real	9/9/12 16:40	Incoming
0	33	Love that face	9/9/12 17:19	Incoming
0	28	Cool do I need to bring the charger with it?	9/9/12 18:13	Incoming
0	28	Yeah prolly a good idea	9/9/12 18:14	Outgoing
0	28	Ok that's the only piece of the puzzle I have to figure out since the laptop is now hidden but the charger is still on the table..  She thinks her parent	9/9/12 18:16	Incoming
0	28	s accidentally packed it and took it back to TN	9/9/12 18:16	Incoming
0	28	"Nice! You can bring it without if need be, so long as it has a decent battery life and is charged"	9/9/12 18:17	Outgoing
0	28	But best to have it since I will need to move all the old data back over. Also having the install disk will speed up the process	9/9/12 18:18	Outgoing
0	28	Yes I will figure out a way to get it out of the house. The battery life on this thing is not good at all (I think it's on it's 3rd battery? But that one	9/9/12 18:20	Incoming
0	28	 is still a couple years old).	9/9/12 18:20	Incoming
0	28	"Yeah def get it then, install disk too ideally"	9/9/12 18:21	Outgoing
0	28	The original disk plus any upgrade if relevant	9/9/12 18:21	Outgoing
0	28	Ok. I have the snow leopard upgrade disc which I believe can suffice.  I'll try and find the old one too though	9/9/12 18:24	Incoming
0	28	K good	9/9/12 18:24	Outgoing
0	28	On my way	9/9/12 19:06	Incoming
0	28	K	9/9/12 19:18	Outgoing
0	28	Oh that's a cool screw tracking method!	9/10/12 10:40	Incoming
0	32	Ok I'm trying to hook up my printer and it's telling me to press and hold the WPS button on the access point for 5 sec. Where is the WPS button? Is that on the router?	9/10/12 16:35	Incoming
0	32	"That's only for WPS enabled routers, should be another way for entering password"	9/10/12 16:36	Outgoing
0	32	Hmm let me look	9/10/12 16:37	Incoming
0	32	"But I would ask joe since he did it, I am giving generic advice "	9/10/12 16:37	Outgoing
0	32	Ok	9/10/12 16:38	Incoming
0	28	All done and ready for pickup!	9/10/12 17:26	Outgoing
0	28	"I cloned it do it actually looks identical to the old system (only a much bigger drive), so she may not even realize what is different when she boots it up"	9/10/12 17:28	Outgoing
1	28	Perfect that's exactly what I was hoping for. Thanks a lot! I might come tonight but right now I'm thinking of going home and getting a beer and a joint...	9/10/12 17:33	Incoming
1	12	nose powder isn't makeup	9/10/12 17:33	Outgoing
0	28	Either way lol	9/10/12 17:36	Outgoing
0	28	I'll pick it up tomorrow.	9/10/12 19:05	Incoming
0	28	"Your wife just explained to me she suspects u have her computer, I kept a straight face don't worry ;)"	9/10/12 20:56	Outgoing
0	107	"Looking for missing lock and lock containers. if you have any of my containers, please return them soon. I only have like three leftover size containers that i can find. I had many sets, now i have almost nothing. Thank you."	9/10/12 21:30	Outgoing
0	40	Ok thanks.	9/10/12 21:31	Outgoing
0	40	I have one container. Will bring it next time we are out	9/10/12 21:31	Incoming
